"ccn","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2"
"351325",509,0,0,0,14.3,0,1,1
"351326",73,0,0,13.6,27,0,2,1
"351327",332,0,0,8,15.4,0,2,4
"351328",14,0,0,6,17,0,2,2
"351329",13,0,0,10,11.3,0,2,2
"351330",214,0,0,10.7,31,0,2,1
"351331",448,0,0,4,12,0,1,4
"351332",26,0,0,17.7,20.7,0,2,2
"351333",133,0,0,26.4,42,0,2,1
"351334",37,0,0,42,42,0,1,2
"351335",415,0,0,33,74,0,2,1
"351336",417,0,0,16,30,0,5,5
"352004",1081,0,0,31,31,0,1,8
"352005",230,0,0,15.1,23,0,2,1
"360001",2597,0,13,244.6,370.4,0,1,2
"360002",579,0,0,28,53.9,0,1,3
"360003",4048,54,84,359.2,469,1,63,12
"360006",12243,84,72,805.6,977.6,0,64,13
"360008",3378,13,20,128.2,238,0,5,2
"360009",1580,0,0,106,156,0,4,4
"360010",1001,0,0,80,190,0,2,2
"360011",1961,0,0,156.1,227.4,0,10,1
"360012",2510,0,21,209.1,293.7,0,7,9
"360013",355,0,0,44,80,0,3,3
"360014",447,0,0,49.1,73.4,0,2,1
"360016",2750,13,23,178.9,198.9,0,6,6
"360017",3247,17,17,467.1,710.1,0,10,24
"360020",5398,15,29,811,1082,0,28,7
"360025",2869,0,21,208,282,0,12,2
"360026",258,0,0,10,73,0,1,1
"360027",4451,26,46,358.1,633,0,23,12
"360029",358,0,0,33,78,0,1,3
"360032",290,0,0,27,69,0,1,2
"360035",6094,29,34,523.7,782.6,1,17,7
"360036",1073,0,0,114.7,124,0,3,2
"360037",456,0,0,104,173.3,0,6,1
"360039",4110,0,0,224.5,261,0,8,1
"360040",919,0,0,61,107,0,2,1
"360041",2185,0,0,136.9,261.3,0,5,4
"360044",365,0,0,29.1,32,0,2,1
"360046",279,0,0,36,40,0,2,1
"360048",1995,15,20,180,246,0,12,7
"360051",9827,50,56,1430,1701,1,34,2
"360054",1249,0,0,80.3,176,0,4,1
"360055",1303,0,0,220.9,346,0,1,1
"360056",2452,0,12,276.9,339,0,3,4
"360058",492,0,0,28,46.6,0,2,1
"360059",2359,0,22,432.7,970,0,26,1
"360064",3736,32,42,470.6,571.4,0,15,3
"360065",965,0,0,87,161,0,19,4
"360066",4782,0,19,473.6,541,0,9,7
"360068",6980,40,74,172,1036,0,42,10
"360070",2821,0,22,0,299,0,9,3
"360071",111,0,0,13.9,28,0,1,1
"360072",2569,0,0,259.7,273.1,0,4,7
"360074",36,0,0,6,31.9,0,2,1
"360075",858,0,0,14,90.4,0,3,3
"360076",1589,0,0,193,488,0,3,4
"360077",4887,22,55,379.4,486,0,10,21
"360078",1361,0,19,108,197,0,4,2
"360079",4672,14,16,349.1,545,0,12,8
"360080",180,0,0,0,39,0,1,1
"360081",1076,0,14,270.1,341.1,0,1,3
"360082",1152,0,11,75,173,0,1,1
"360084",4500,19,23,280,460.3,0,9,7
"360085",10948,36,94,935,1227,1,84,11
"360086",2325,12,15,342.6,412.3,0,6,1
"360087",662,0,0,35.6,264,0,7,4
"360089",572,0,0,70.1,85.1,0,1,1
"360090",2297,0,17,132,284,0,6,2
"360091",2025,0,0,144.7,222,0,3,3
"360092",192,0,0,34.9,41,0,2,4
"360095",2101,0,16,150,175,0,7,1
"360096",1395,0,0,93,96.3,0,2,4
"360098",3963,15,16,170.8,206.3,0,5,2
"360107",224,0,0,30,64.9,0,1,1
"360109",504,0,0,31.9,45.6,0,2,1
"360112",2662,25,35,452.7,695.1,1,13,6
"360118",3237,15,0,220.6,270.9,0,11,9
"360121",343,0,0,19,30,0,2,1
"360123",1825,0,13,133,159.1,0,5,10
"360125",1274,0,0,84,248,0,6,2
"360131",286,0,0,47.9,54,0,2,3
"360132",1077,0,0,144.1,213,0,1,1
"360133",2183,0,11,51.7,461,0,5,16
"360134",2982,11,0,233,318,0,11,13
"360137",4904,34,66,45.2,920,1,55,10
"360143",1769,11,15,129.4,316,0,7,4
"360144",1720,0,13,116.8,263,0,2,1
"360145",2065,13,0,120.6,294,0,5,4
"360147",3531,0,19,152,223,0,8,2
"360148",159,0,0,49,63,0,1,1
"360150",350,0,0,55,74.9,0,6,1
"360152",1386,0,11,198.5,230.3,0,6,6
"360153",16,0,0,10,43,0,2,1
"360155",3653,0,22,228,434,0,8,5
"360156",187,0,0,56,92,0,3,2
"360159",2876,0,0,163,339,0,11,1
"360161",1248,0,0,221.1,271.3,0,1,4
"360163",5684,0,14,664,664,0,18,12
"360170",239,0,0,55.7,78,0,1,2
"360172",1849,0,12,292.1,327.4,0,6,1
"360174",1370,0,0,190.6,263,0,4,11
"360175",426,0,0,64,108.3,0,1,2
"360179",5616,18,22,348,449,0,9,8
"360180",14686,36,121,1056.3,1977,1,152,26
"360185",871,0,0,35.8,88,0,2,7
"360189",79,0,0,15.7,33.4,0,2,1
"360192",1623,0,16,74,159,0,5,7
"360197",301,0,0,37,59,0,1,1
"360203",762,0,0,32.4,64,0,1,3
"360210",307,0,0,52,66.7,0,1,1
"360211",2087,0,12,135,170.3,0,5,1
"360218",1690,0,0,133,261,0,8,2
"360230",6621,16,26,353.3,546,0,6,40
"360234",2845,15,17,282.4,324.1,0,7,4
"360236",1381,0,0,131,193.6,0,5,6
"360239",1186,0,0,30,145.1,0,5,5
"360242",6591,0,12,319.2,392,0,8,35
"360245",362,0,0,0,188,0,2,2
"360247",435,0,0,50,50,0,1,1
"360259",490,0,0,77,91,0,8,5
"360261",41,0,0,14.6,59,0,1,2
"360262",1084,0,0,139.3,153.7,0,2,5
"360263",377,0,0,12,12,0,1,1
"360266",149,0,0,30,57.3,0,2,1
"360270",267,0,0,16.7,66.3,0,1,1
"360276",2356,0,0,405.3,463.9,0,2,5
"360348",861,0,0,130.6,171,0,1,3
"360351",1045,0,0,29,61,0,1,5
"360352",215,0,0,24,24,0,1,2
"360354",2288,13,25,142.7,163.6,0,18,28
"360355",72,0,0,14,67,0,2,1
"360358",12,0,0,5,10,0,1,2
"360359",2161,0,15,144,257,0,6,12
"360360",1417,0,0,113,182,0,3,4
"360361",38,0,0,11.9,13,0,2,1
"360362",151,0,0,0,29,0,2,1
"360364",2130,0,0,123.6,341,0,2,2
"360365",317,0,0,25.1,31.6,0,2,1
"360367",112,0,0,14,24,0,1,1
"360368",271,0,0,27.3,52.3,0,2,1
"361300",65,0,0,19,25,0,2,1
"361301",147,0,0,13,27.7,0,2,1
"361302",11,0,0,25,37,0,1,2
"361303",14,0,0,20,46,0,2,1
"361304",386,0,0,16,41,0,1,1
"361306",46,0,0,21.4,33,0,1,1
"361307",1762,0,0,25,43.7,0,13,4
"361308",150,0,0,19,32,0,2,1
"361309",37,0,0,34,39,0,1,1
"361310",150,0,0,21.7,26.9,0,1,1
"361311",426,0,0,10,10,0,1,1
"361312",11,0,0,27.7,45.6,0,2,1
"361313",269,0,0,27,31,0,2,1
"361314",298,0,0,25,36,0,1,1
"361315",404,0,0,20,32.4,0,2,2
"361316",242,0,0,20.3,27,0,1,1
"361318",1882,11,0,31,37,0,1,2
"361319",505,0,0,35,40,0,2,2
"361320",793,0,0,23.9,45.7,0,1,1
"361321",47,0,0,10,33,0,1,1
"361322",332,0,0,10,27,0,2,1
"361323",112,0,0,17,29.9,0,2,1
"361324",14,0,0,20.3,41,0,1,1
"361325",157,0,0,27.6,69,0,1,2
"361326",203,0,0,17.4,25,0,1,2
"361327",136,0,0,4,13,0,1,1
"361328",52,0,0,26,48,0,2,3
"361329",81,0,0,6,25,0,3,1
"361330",26,0,0,14,35,0,1,1
"361331",41,0,0,24.1,25,0,2,1
"361332",64,0,0,19.5,44,0,2,1
"361333",72,0,0,23.9,48.9,0,2,1
"361334",220,0,0,21,47,0,1,2
"362004",3316,0,22,85,208,0,10,2
"362015",131,0,0,0,20,0,1,1
"362016",213,0,0,30,30,0,1,1
"362019",830,0,0,71,83,0,1,2
"362020",103,0,0,26,26,0,1,1
"362022",1053,0,0,106,106,0,1,2
"362023",180,0,0,34,43,0,1,1
"362024",539,0,0,48,51,0,1,2
"362025",151,0,0,8.3,15,0,2,2
"362026",273,0,0,119,136,0,4,1
"362027",302,0,0,60,60,0,1,2
"362028",418,0,0,42,44,0,1,3
"362029",3159,0,0,87,103,0,4,7
"362031",1026,0,0,33,33,0,1,1
"362032",261,0,0,13,33,0,2,1
"362033",1852,0,0,67,67,0,1,6
"362036",148,0,0,45,45,0,1,1
"362037",187,0,0,46,74.7,0,1,1
"362038",142,0,0,20,40,0,2,1
"363300",7586,21,69,577,589,1,5,1
"363302",1334,0,0,141,175.6,0,1,1
"363303",2269,11,15,480,611,1,3,15
"363304",169,0,0,0,25,0,2,1
"363305",8943,22,34,745,779,1,1,4
"363306",58,15,22,155.9,159,1,1,2
"363308",202,0,0,0,7,0,1,1
"370001",5955,25,17,401.9,471.9,0,5,2
"370002",236,0,0,27,40,0,2,1
"370004",391,0,0,27.7,94,0,2,1
"370006",596,0,0,46,62.1,0,1,2
"370008",5277,21,30,428,499,0,10,4
"370013",4605,16,18,263.7,750.9,0,12,10
"370014",1906,0,0,78,148,0,1,3
"370015",178,0,0,19.3,30,0,2,1
"370016",695,0,0,53.6,166,0,5,4
"370018",1227,0,0,97,120,0,3,2
"370019",335,0,0,34,88,0,1,1
"370020",1116,0,0,93,248,0,3,5
"370022",644,0,0,26.9,69,0,5,1
"370023",1261,0,0,56,108,0,2,2
"370025",3395,0,21,165,165,0,2,5
"370026",1742,0,0,100,110,0,3,6
"370028",9059,31,40,441.4,674,0,15,5
"370029",146,0,0,15,38,0,2,1
"370030",126,0,0,6,15,0,1,1
"370034",1373,0,0,62.9,92,0,5,1
"370037",5733,35,68,285,479,0,14,3
"370039",478,0,0,0,89,0,2,3
"370041",688,0,0,24,60,0,1,1
"370047",2159,0,0,137.1,276,0,1,2
"370049",1318,0,0,90.3,138,0,2,1
"370054",270,0,0,12.3,41,0,1,1
"370056",3394,12,14,190.8,244.3,0,6,2
"370057",133,0,0,64,97,0,2,4
"370078",1099,0,0,212,240,0,2,10
"370083",161,0,0,8.6,24.6,0,2,1
"370089",1349,0,0,85.3,91.4,0,4,6
"370091",10522,65,89,855,891,0,22,3
"370093",5244,27,42,0,886,1,31,2
"370094",1762,0,0,97,209,0,2,2
"370097",754,0,0,54.6,102,0,2,4
"370099",184,0,0,12,24,0,2,1
"370100",386,0,0,32,39,0,1,1
"370106",2700,0,16,222.6,318,0,6,2
"370112",170,0,0,39,57,0,1,1
"370113",496,0,0,27.1,79,0,2,4
"370114",8940,66,53,574.6,660,0,16,4
"370139",40,0,0,8,23,0,1,1
"370149",916,0,0,43,140,0,1,2
"370153",103,0,0,19,33.3,0,2,1
"370158",246,0,0,6,27,0,1,1
"370166",576,0,0,10.7,21.4,0,2,1
"370170",11,0,0,20,6,0,2,1
"370171",240,0,0,24,73.3,0,5,1
"370172",25,0,0,0,108,0,6,1
"370173",14,0,0,10,15,0,2,1
"370178",325,0,0,25,53,0,1,1
"370180",220,0,0,22,31,0,2,1
"370183",81,0,0,10,20,0,2,1
"370190",47,0,0,0,39,0,1,1
"370192",26,0,0,9,10,0,2,1
"370199",64,0,0,23.7,44,0,2,1
"370201",73,0,0,11.1,12,0,2,1
"370202",2412,0,0,172,172,0,4,4
"370203",844,0,0,42,80,0,6,1
"370206",653,0,0,17.9,1810.7,0,5,1
"370210",1468,0,0,26,50.7,0,2,1
"370211",623,0,0,66.3,116,0,2,7
"370212",288,0,0,14,17.1,0,2,3
"370214",139,0,0,12.6,27.7,0,1,1
"370215",3474,0,0,78.1,176,0,1,6
"370216",430,0,0,0,88,0,5,6
"370218",1470,0,0,102,102,0,2,1
"370220",80,0,0,8,9.3,0,2,1
"370222",653,0,0,68,296.5,0,1,1
"370225",22,0,0,26,34.7,0,1,1
"370227",190,0,0,49.6,52.6,0,1,1
"370228",150,0,0,0,40,0,2,1
"370229",150,0,0,15,26,0,1,1
"370234",1610,0,0,47.3,109,0,2,1
"370235",684,0,0,44.3,147.4,0,1,1
"370236",491,0,0,42.9,95,0,2,1
"370237",287,0,0,15,15,0,2,1
"370240",496,0,0,16,48,0,2,1
"370243",202,0,0,4,24.1,0,1,2
"371300",72,0,0,20.1,35,0,1,1
"371301",44,0,0,13,18,0,1,1
"371302",173,0,0,4,42,0,2,1
"371303",77,0,0,8,16,0,2,1
"371304",693,0,0,12,36,0,2,1
"371305",12,0,0,14,17,0,1,1
"371306",178,0,0,25,59,0,1,1
"371307",80,0,0,8,14,0,2,2
"371309",178,0,0,16,23,0,1,1
"371310",47,0,0,7.6,48,0,1,1
"371311",18,0,0,4.3,24,0,2,2
"371312",144,0,0,26.7,35,0,1,1
"371313",91,0,0,14.9,93,0,1,1
"371314",33,0,0,13.3,35.3,0,2,1
"371316",147,0,0,10,39,0,1,1
"371317",29,0,0,17.4,85,0,2,1
"371318",64,0,0,9,15,0,2,1
"371319",453,0,0,20,22,0,1,3
"371320",150,0,0,14,18,0,1,1
"371321",26,0,0,10,15.8,0,1,2
"371322",220,0,0,11.4,12,0,1,1
"371323",46,0,0,14.4,26,0,2,2
"371324",73,0,0,9,10,0,2,1
"371325",39,0,0,8,14.6,0,2,1
"371326",247,0,0,7.6,31,0,1,1
"371327",60,0,0,6.9,17.5,0,1,1
"371328",142,0,0,22.1,30.3,0,2,1
"371329",60,0,0,5.9,20,0,2,1
"371330",185,0,0,17.4,22,0,2,1
"371331",33,0,0,13.9,15.5,0,2,1
"371332",121,0,0,14,20,0,1,1
"371334",220,0,0,19,20,0,1,1
"371335",448,0,0,0,22.9,0,1,1
"371336",47,0,0,9.1,36,0,1,2
"371337",458,0,0,16.2,26.1,0,1,1
"371338",44,0,0,12,22,0,1,2
"371340",12,0,0,7,15,0,1,1
"371341",240,0,0,12,22.3,0,1,1
"371342",359,0,0,25,36,0,1,1
"372004",351,0,0,14.6,25,0,2,3
"372005",117,0,0,18,22,0,2,1
"372007",157,0,0,40,52,0,2,1
"372009",626,0,0,55.7,72,0,2,1
"372012",233,0,0,31,71.3,0,2,1
"372016",18,0,0,0,0,0,2,1
"372018",109,0,0,77.1,85,0,1,1
"372019",28,0,0,34,34,0,2,2
"372022",1160,0,0,60.7,88.3,0,1,3
"372023",18,0,0,8,13,0,2,1
"373300",269,0,0,0,35,0,2,4
"37L023",498,0,0,21,50.1,0,1,2
"380001",414,0,0,0,50.6,0,3,1
"380002",1512,0,12,232.4,266.7,0,2,12
"380004",4814,14,20,385.9,922.6,1,41,15
"380005",79,0,0,83.7,106.9,0,1,1
"380007",1438,0,0,0,884.6,0,19,3
"380009",4687,14,44,540,552,1,79,3
"380014",1442,0,0,207.9,259.1,0,5,3
"380017",1320,0,11,0,512.6,1,3,9
"380018",4205,12,0,594.4,663,0,17,6
"380020",1355,0,0,108,108,0,4,1
"380021",499,0,0,92,187,0,7,5
"380022",296,0,0,97,112.4,0,2,1
"380025",599,0,0,0,320.9,0,3,2
"380027",1575,0,0,230,233,0,7,10
"380029",159,0,0,0,205.6,0,1,1
"380033",119,0,0,77.7,93,0,1,1
"380037",285,0,0,41,55.1,0,1,3
"380038",372,0,0,51.5,118.3,0,1,2
"380040",404,0,0,28,52.4,0,2,3
"380047",4287,0,0,298.4,504.7,0,20,2
"380050",1367,0,0,125,131,0,2,3
"380051",4245,0,21,601.2,679,0,13,4
"380052",313,0,0,17.7,44.1,0,2,4
"380056",42,0,0,37.1,47,0,2,2
"380060",1393,0,0,96,369,0,4,1
"380061",2780,19,25,368.9,594.7,0,20,23
"380071",519,0,0,59.8,84,0,1,1
"380075",1597,0,0,87,129.6,0,5,1
"380082",275,0,0,52.7,69.3,0,3,1
"380089",1471,0,12,0,454.7,0,5,7
"380090",1806,0,0,109.1,127,0,2,2
"380091",221,0,0,302,395,0,7,1
"380102",5955,32,23,354.3,403.3,0,17,5
"380103",105,0,0,122,193,0,2,1
"381301",202,0,0,6.5,15.6,0,1,1
"381302",212,0,0,42,64.4,0,1,1
"381303",91,0,0,26.1,42.4,0,2,1
"381304",219,0,0,16.1,21.8,0,2,1
"381305",202,0,0,5.7,16,0,2,1
"381306",72,0,0,19,50,0,1,2
"381307",46,0,0,6.8,21,0,2,1
"381308",22,0,0,6,20,0,2,2
"381309",49,0,0,29.7,47,0,1,1
"381310",359,0,0,13,13,0,2,2
"381311",60,0,0,5.7,20,0,2,2
"381312",12,0,0,13,24,0,2,1
"381313",458,0,0,11.6,46,0,1,1
"381314",33,0,0,30.4,76,0,3,1
"381315",40,0,0,8.4,23.4,0,2,1
"381316",273,0,0,14.3,21,0,2,2
"381317",661,0,0,22.7,302,0,1,1
"381318",1095,0,0,16.9,28.6,0,2,2
"381319",338,0,0,30,30,0,2,1
"381320",14,0,0,52,52,0,1,3
"381321",215,0,0,19,62,0,3,1
"381322",254,0,0,16,26,0,1,1
"381323",217,0,0,67,83,0,1,2
"381324",242,0,0,14,55.7,0,1,1
"381325",298,0,0,49.4,60,0,1,1
"382004",3006,0,0,60,63,0,3,1
"383300",47,0,0,12,29,0,2,2
"390001",3552,20,40,294.7,329,0,11,18
"390002",751,0,0,84,200,0,3,2
"390003",133,0,0,60,131,0,1,1
"390004",1801,0,0,306,381,0,15,4
"390006",6028,31,44,593.4,1150.3,1,46,11
"390009",2596,0,14,260.7,419,0,8,2
"390012",2001,0,15,113,146.4,0,4,10
"390013",1387,0,0,123,143,0,2,1
"390016",946,0,0,131,154,0,2,5
"390025",53,0,0,14,31,0,2,1
"390026",1828,12,21,148,188,0,3,5
"390027",3500,13,36,354.7,888.7,1,30,2
"390028",2004,0,22,396,484.1,0,13,13
"390030",2107,0,14,117,237.3,0,6,13
"390032",470,0,0,213,213,0,4,5
"390035",728,0,0,34.4,95.4,0,5,6
"390036",1454,0,0,203.6,285,0,5,2
"390037",595,0,0,71.6,176,0,7,5
"390039",256,0,0,0,108,0,3,1
"390041",1079,0,0,123.7,178,0,8,2
"390042",1317,0,15,187,246,0,5,5
"390044",8120,36,46,697,813,0,26,3
"390045",2763,12,15,263.2,329,0,10,5
"390046",7747,27,29,596,666.3,1,31,4
"390048",672,0,0,143,199.1,0,3,4
"390049",8710,48,62,137,679,1,54,9
"390050",3711,17,28,603.9,640,1,32,3
"390052",203,0,0,16.2,50,0,1,1
"390056",270,0,0,53.4,71,0,3,2
"390057",1842,0,0,109,182,0,4,8
"390058",1272,0,0,80,120,0,7,3
"390061",82,0,0,24,27,0,1,1
"390062",188,0,0,45,62,0,3,1
"390063",5232,14,36,412,495,0,20,7
"390065",1488,0,0,76,118,0,5,11
"390066",1732,0,15,159,159,0,8,8
"390067",9410,19,45,614.9,942,0,29,9
"390068",310,0,0,50.7,60,0,1,2
"390070",444,0,0,150,208.9,0,5,1
"390071",105,0,0,0,51,0,1,1
"390072",173,0,0,0,30,0,1,2
"390073",4675,18,37,250,384,0,17,3
"390076",1227,0,0,0,204,0,9,1
"390079",4045,0,23,231,416,0,10,1
"390080",1316,0,0,187,293.9,0,3,6
"390081",803,0,0,66.7,120.3,0,2,5
"390084",157,0,0,35,35,0,2,1
"390086",2383,0,14,119.3,216,0,11,2
"390090",629,0,0,215,380,0,3,7
"390091",1334,0,0,124,169,0,3,2
"390093",252,0,0,35,67,0,2,3
"390096",1537,0,0,124.4,185.6,0,5,3
"390097",1860,0,11,165.2,253,0,4,3
"390100",9132,29,46,554,844,0,27,1
"390101",672,0,0,76.1,158,0,2,4
"390102",1673,0,12,179,251.7,0,2,4
"390104",66,0,0,21,31,0,1,1
"390107",3206,0,12,300.5,381,0,7,12
"390110",2829,15,24,355,443.3,0,14,4
"390111",7668,38,59,667,909,1,120,26
"390112",103,0,0,39.3,54,0,1,1
"390113",1338,0,15,200,250,0,7,7
"390114",571,0,0,363,413,0,6,7
"390115",5612,22,46,67,588,0,7,14
"390116",332,0,0,51.3,126,0,1,1
"390117",173,0,0,33,47,0,1,5
"390119",1109,0,11,96.1,161.7,0,5,1
"390123",1944,0,16,211,245,0,5,4
"390125",888,0,0,50,95,0,1,2
"390127",1389,0,0,141.4,168,0,2,6
"390130",105,0,0,0,23,0,1,2
"390133",17785,33,79,1010,1279,1,61,6
"390137",4208,0,18,148.4,202.3,0,11,4
"390138",580,0,0,57,57,0,1,9
"390139",4000,11,22,195,425,0,14,8
"390142",3544,19,37,635,710.1,0,17,5
"390145",2088,0,0,261.1,309,0,10,4
"390146",471,0,0,85,108,0,1,7
"390147",724,0,0,199,199.1,0,2,2
"390150",48,0,0,18,23,0,3,2
"390151",3425,11,15,278,303.4,0,11,7
"390153",4096,0,23,297,318.1,0,14,6
"390156",2638,11,39,102.6,227.6,0,3,4
"390157",95,0,0,40.7,124,0,1,1
"390160",139,0,0,79.3,135,0,1,1
"390162",1095,0,0,23,38,0,1,1
"390163",338,0,0,118.9,148.6,0,4,4
"390164",11478,47,102,1412,1613.7,1,74,16
"390168",1485,0,0,235.9,294,0,10,3
"390173",730,0,0,159,167,0,5,1
"390174",10243,69,79,924.3,1122,1,83,4
"390178",596,0,0,92,135.1,0,3,2
"390179",4050,0,0,261,444,0,5,9
"390180",3193,23,33,237.7,491,0,23,4
"390183",846,0,0,59.7,71,0,2,1
"390184",61,0,0,43,60,0,2,1
"390185",1974,0,13,133.6,167,0,1,7
"390192",194,0,0,29,44,0,2,1
"390194",899,0,0,62,102,0,1,2
"390195",5021,11,19,394,452,0,12,4
"390196",26,0,0,83.3,100,0,1,1
"390197",230,0,0,28,179,0,2,4
"390198",332,0,0,184,200,0,6,10
"390199",93,0,0,55,72,0,2,1
"390201",2298,0,22,203.3,271,0,8,6
"390203",3654,0,0,239,289,0,13,2
"390204",1565,0,28,141.6,184,0,1,3
"390211",1221,0,0,86.3,205,0,4,1
"390217",247,0,0,33,48,0,2,1
"390219",795,0,0,95,216.6,0,4,5
"390220",490,0,0,52,53,0,1,1
"390222",3166,0,21,214.6,245,0,5,6
"390223",3956,15,0,362,390.6,0,13,34
"390225",1188,0,0,141,141,0,2,10
"390226",2320,0,0,347,400,0,32,23
"390228",2429,14,18,320,365.9,0,11,3
"390231",8976,18,62,670,716.3,0,27,2
"390233",1670,0,0,88,155,0,1,8
"390236",200,0,0,18,31,0,2,1
"390237",3314,0,18,98.9,186,0,12,1
"390256",5500,15,46,684.3,795.7,1,71,4
"390258",5782,12,31,219.6,576,0,14,6
"390265",1349,0,0,366.7,407.4,0,10,4
"390266",196,0,0,72,74,0,1,1
"390267",1642,0,0,277.7,357,0,13,4
"390268",2372,0,17,156,260,0,4,5
"390270",4096,17,36,283,636,0,22,25
"390272",236,0,0,50,50,0,1,1
"390278",625,0,0,233.9,347,0,13,6
"390290",1611,15,32,193.9,362,0,3,1
"390304",495,0,0,66.4,130.9,0,1,1
"390307",14,0,0,6,10,0,2,2
"390312",860,0,0,11,80,0,1,6
"390314",401,0,0,20,30,0,1,2
"390316",320,0,0,7.5,15,0,2,1
"390321",336,0,0,20,38,0,2,1
"390322",786,0,0,24,24,0,1,1
"390323",220,0,0,14,14,0,1,1
"390324",538,0,0,32,32,0,2,1
"390325",593,0,0,25.7,30,0,1,2
"390326",2544,0,15,204,228,0,2,22
"390327",108,0,0,73,78,0,1,1
"390328",1395,0,0,155,199,0,6,1
"390329",2293,0,21,147.9,195.3,0,9,5
"390330",2398,0,11,124.4,142.7,0,4,3
"390331",29,0,0,9,9,0,2,2
"390332",167,0,0,52.9,61,0,2,1
"390333",112,0,0,28.6,53,0,1,1
"390334",277,0,0,57,124,0,2,1
"390335",648,0,0,57,57,0,1,1
"391300",34,0,0,25,34,0,1,1
"391301",11,0,0,25.9,32,0,1,1
"391302",38,0,0,20,24,0,1,1
"391303",117,0,0,21,30,0,1,1
"391304",169,0,0,4,16,0,2,1
"391305",28,0,0,25,36,0,1,1
"391306",336,0,0,25,25,0,1,1
"391307",13,0,0,14.3,25,0,1,2
"391308",150,0,0,20,28,0,1,1
"391309",817,0,0,24.4,25,0,2,3
"391312",386,0,0,45,45,0,1,2
"391313",507,0,0,45,67,0,2,1
"391314",155,0,0,25,25,0,1,1
"391315",483,0,0,25,36,0,1,3
"391316",404,0,0,25,73,0,1,1
"391317",48,0,0,24.3,30,0,1,1
"392025",307,0,0,17.6,36,0,2,1
"392027",458,0,0,97.4,229,0,3,2
"392028",142,0,0,14.9,63,0,1,1
"392031",1064,0,0,39,39,0,4,4
"392033",147,0,0,32,32,0,1,2
"392036",96,0,0,40,40,0,1,2
"392037",386,0,0,30,50,0,2,2
"392039",1180,0,0,85.6,125,0,1,4
"392043",46,0,0,32,35,0,1,1
"392044",360,0,0,23,70,0,1,3
"392045",534,0,0,30,30,0,2,1
"392047",524,0,0,30,110,0,1,3
"392050",496,0,0,19,49.1,0,1,1
"393302",162,0,0,313,369,1,2,4
"393303",2160,12,18,0,752,1,25,6
"393304",29,0,0,30,30,0,2,1
"393307",2130,13,38,82.6,188,0,2,1
"393309",418,0,0,39,39,0,2,2
"39L113",487,0,0,66,74,0,1,6
"410004",910,0,0,112.6,157.7,0,5,3
"410005",596,0,0,127.9,173.4,0,1,2
"410006",782,0,0,110.4,134.7,0,6,1
"410007",7333,43,88,665.7,855.9,1,66,7
"410008",1841,0,0,88,118,0,2,2
"410009",3133,0,24,196.4,359,0,15,6
"410010",1499,0,0,161,205.9,0,2,1
"410011",1053,0,0,104.4,137.6,0,6,1
"410012",5231,12,23,336,348,0,29,31
"410013",694,0,0,0,121,0,1,6
"412001",1133,0,0,0,302,0,8,6
"420002",3832,21,23,0,358,0,11,2
"420004",8681,39,75,965,1130,1,49,6
"420005",268,0,0,66,105,0,2,1
"420007",8316,26,37,598.4,666,0,20,2
"420009",1568,0,0,151.4,208,0,2,4
"420010",929,0,0,96.5,99,0,3,5
"420011",86,0,0,22.8,27,0,2,1
"420015",533,0,0,77.4,123,0,4,5
"420018",4979,47,40,566.1,805.3,0,27,7
"420019",84,0,0,24,25,0,2,1
"420020",804,0,0,80,115,0,1,3
"420023",5658,11,15,419.3,540.4,0,11,2
"420026",3205,0,0,72.9,113.7,0,1,2
"420027",5230,17,25,259.4,467,0,12,1
"420030",794,0,13,109,155,0,1,2
"420033",531,0,0,63.7,140,0,2,9
"420036",1091,0,0,103,129,0,3,1
"420037",269,0,0,33,94,0,1,1
"420038",435,0,0,47.3,135,0,1,1
"420043",241,0,0,30.7,46.4,0,2,1
"420048",990,0,0,68,76,0,1,5
"420049",2739,14,12,178.4,188,0,3,1
"420051",8426,47,54,614.3,822,0,17,8
"420053",414,0,0,42,674,0,1,3
"420055",380,0,0,32,51.6,0,1,1
"420057",65,0,0,0,33,0,2,1
"420065",1736,0,13,153,154,0,12,5
"420066",119,0,0,32,32,0,1,1
"420067",2108,0,16,170,197,0,4,1
"420068",1840,0,16,207,207,0,5,3
"420070",2403,0,18,169.3,283,0,10,4
"420071",2704,0,16,240,362,0,7,1
"420072",96,0,0,47,47,0,2,1
"420073",7907,36,31,441.6,570,0,12,5
"420078",7084,40,75,0,962.6,1,42,10
"420079",6748,32,34,444,526,0,14,2
"420080",2412,0,11,0,156,0,5,1
"420082",2193,0,21,205,273,0,6,1
"420083",48,0,0,15,46,0,2,1
"420085",8479,34,42,373,444,0,8,2
"420086",2037,0,0,199.7,370,0,8,3
"420087",3944,0,0,266,266,0,8,10
"420089",1081,0,0,0,131,0,3,1
"420091",2800,0,33,223,244,0,2,3
"420098",2481,0,0,105,155,0,2,1
"420101",509,0,0,0,83,0,2,1
"420102",716,0,0,68,76,0,2,5
"420103",549,0,0,56.7,72.1,0,2,3
"420104",477,0,0,85,85,0,1,3
"420105",2368,0,14,253,327,0,5,14
"420106",853,0,0,74.8,132,0,1,7
"420107",449,0,0,64,80,0,2,3
"420108",38,0,0,27,27,0,2,2
