"ccn","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2"
"201310",14,0,0,22,22,0,2,2
"201311",68,0,0,25,25,0,2,1
"201312",536,0,0,50.9,51.3,0,1,2
"201313",96,0,0,25,25,0,1,1
"201314",96,0,0,37,52,0,3,1
"201315",505,0,0,26.4,40.3,0,1,1
"210001",5759,20,25,357.2,389,0,10,3
"210002",6406,19,31,524,1086.9,1,61,9
"210003",2752,31,28,189.3,546,0,10,12
"210004",4589,14,27,399.7,452,1,7,3
"210005",5611,11,29,173.9,372,0,9,1
"210006",1340,0,0,79.7,99.4,0,3,8
"210008",3159,0,0,170,170,0,6,1
"210009",10107,32,55,935.7,1083.1,1,123,26
"210011",4342,22,41,200.8,259.9,0,7,1
"210012",5181,30,53,471.9,490,1,25,3
"210013",365,0,0,33,76,0,2,1
"210015",7315,20,31,446,547,0,20,3
"210016",2523,0,15,281,422,0,3,2
"210017",372,0,0,36,36,0,1,1
"210018",2401,0,20,171,207,0,5,5
"210019",6536,18,18,460,472,0,14,7
"210022",5612,14,15,232.7,296.4,0,6,10
"210023",9220,16,36,396,439,0,17,4
"210024",4726,0,31,209.7,364,0,8,4
"210027",4816,19,23,173.5,195,0,11,3
"210028",2209,0,0,145,190,0,8,5
"210029",5989,18,38,343.6,462.7,0,50,16
"210030",185,0,0,9.5,35,0,1,2
"210032",1541,11,0,72.4,127,0,4,4
"210033",4660,0,19,172.4,226.1,0,6,3
"210034",1858,0,25,156.6,275,0,7,4
"210035",2496,11,18,120.4,163.4,0,2,6
"210037",3097,0,11,82,188,0,6,3
"210038",722,0,0,101.6,130.6,0,13,11
"210039",2120,0,0,64.9,169,0,1,1
"210040",3672,22,25,167.6,235.3,0,1,13
"210043",6217,18,22,218.1,377.7,0,14,1
"210044",4860,0,41,371,371,0,17,1
"210048",5180,14,33,324.4,383,0,5,4
"210049",4560,17,12,212.9,272,0,8,2
"210051",3836,15,38,291,326,0,3,3
"210055",77,0,0,12,20,0,2,1
"210056",3751,13,29,185,316,0,7,5
"210057",4608,0,18,546,547,0,9,3
"210058",968,0,0,22,40.9,0,4,3
"210060",685,0,0,53,66,0,2,1
"210061",1235,0,0,43,58,0,6,1
"210062",3528,39,33,220.4,304,0,3,5
"210063",5061,0,13,132.3,175.1,0,10,4
"210064",1001,0,0,112,112,0,3,1
"210065",1074,0,0,110,111,0,1,1
"210068",4560,12,19,192,222,0,8,8
"212002",18,0,0,0,19,0,1,1
"212003",169,0,0,0,8,0,1,1
"213300",2635,11,0,52,70,0,1,1
"213301",527,0,0,46,46,0,7,6
"220001",1683,0,0,135.7,198,0,11,10
"220002",2914,20,13,196.3,312,0,9,3
"220008",2707,0,29,162.9,205,0,10,3
"220010",2920,0,25,179.6,254,0,2,1
"220011",1085,0,0,263.1,315,0,30,1
"220012",2515,20,17,386,410,0,13,2
"220015",1946,0,0,142,176,0,8,10
"220016",1384,0,0,115,172,0,5,3
"220017",820,0,0,105.9,191,0,7,2
"220019",1066,0,0,108.3,162,0,7,7
"220020",3255,0,29,167,283,0,9,3
"220024",1312,0,0,113.6,170,0,6,2
"220029",1907,0,23,116.3,163,0,4,1
"220030",926,0,0,84.3,107,0,5,5
"220031",3405,41,28,579.9,701.1,1,78,2
"220033",5825,0,31,288,409,0,18,12
"220035",5808,0,27,378.6,468,0,34,6
"220036",2761,0,0,206.4,349,0,15,3
"220046",5628,11,35,317.9,437,0,21,3
"220049",922,0,0,87.3,104,0,7,4
"220052",2490,0,21,234.1,316.7,0,13,2
"220060",4920,14,18,213,261.6,0,15,7
"220062",553,0,0,114,114,0,1,1
"220063",5610,19,29,279.4,363,0,9,9
"220065",576,0,0,70.6,90.6,0,3,7
"220066",2659,0,0,131,517,0,5,3
"220070",2879,0,11,183,197.3,0,11,6
"220071",16667,77,80,1077.1,1453,1,217,21
"220073",2024,12,24,135.9,203.1,0,4,3
"220074",13319,24,55,658,865.4,0,24,6
"220075",153,0,0,16.3,28.9,0,5,8
"220077",12213,55,76,929,1068.9,0,49,13
"220080",3997,13,23,164.3,249,0,12,5
"220083",1047,0,0,79,108,0,6,11
"220084",1304,0,0,198,235,0,12,4
"220086",10127,45,79,817.1,998,1,83,8
"220088",1008,0,0,37.7,172,0,10,3
"220090",3303,0,19,206,250,0,9,5
"220095",860,0,0,140,156,0,4,1
"220098",400,0,0,33.3,82,0,1,4
"220100",11224,35,82,515.1,673.9,0,15,14
"220101",4221,15,21,350,478,0,16,6
"220105",3110,0,0,190.7,288,0,8,8
"220108",2375,0,0,101.7,151,0,4,4
"220110",12618,50,84,958.7,1036,1,141,54
"220111",4627,17,27,246,324,0,9,4
"220116",2979,12,17,461,485,1,37,5
"220119",2681,0,12,166.3,229,0,10,16
"220126",2826,0,21,0,0,0,2,3
"220135",2767,0,13,150,156,0,1,9
"220162",1202,0,0,21.4,30,0,9,11
"220163",10266,43,79,860.9,1060,1,66,7
"220171",9915,21,49,397.1,521,0,49,4
"220175",2461,0,17,266,376.6,0,11,4
"220176",3584,0,39,0,364,0,15,4
"220177",28,0,0,31,44,0,1,1
"221300",698,0,0,39.4,47,0,2,5
"221302",430,0,0,28.1,42,0,1,7
"221303",404,0,0,28,40,0,2,1
"222000",952,0,0,103.7,145,0,3,2
"222002",236,0,0,16.9,77.3,0,1,1
"222003",253,0,0,324,354,0,5,1
"222006",9307,54,31,223,248,0,24,6
"222007",2461,18,28,220,680,0,9,6
"222023",89,0,0,87,87,0,5,2
"222027",505,0,0,70.6,203.4,0,1,4
"222043",254,0,0,81.4,90,0,2,1
"222046",579,0,0,39.7,86.7,0,1,3
"222047",351,0,0,35,60,0,1,1
"222048",190,0,0,44,96,0,1,1
"223300",1838,0,23,72,81.3,0,1,1
"223302",4651,0,30,478,478,1,4,23
"223303",1658,0,0,4,10,0,1,6
"223304",203,0,0,9,30.3,0,1,1
"230002",5350,16,43,285,314.9,0,10,6
"230003",233,0,0,47.4,56,0,2,1
"230005",700,0,0,54,85,0,7,3
"230013",2102,0,11,33,156,0,4,1
"230015",162,0,0,39,49.3,0,2,1
"230017",4903,14,18,331.3,452,0,22,8
"230019",9702,32,55,435.7,642.3,0,15,5
"230020",7303,31,54,544,794,0,25,8
"230021",3240,0,0,191.3,362,0,13,1
"230022",688,0,0,105,105,0,6,2
"230024",3596,35,67,0,482,0,11,3
"230029",5167,0,34,378,379.1,0,17,1
"230030",807,0,0,49,107,0,2,5
"230031",1057,13,0,75.3,100,0,4,6
"230035",541,0,0,39,55.6,0,1,6
"230036",1438,0,0,59,155,0,8,3
"230037",258,0,0,65.5,69,0,3,5
"230038",11294,63,144,934.7,1249.6,1,60,7
"230040",50,0,0,25,46,0,1,1
"230041",5243,0,31,287,399,0,15,3
"230046",10056,24,41,994.9,1010,1,125,6
"230047",4683,0,18,379.1,545.1,0,9,5
"230053",7332,36,73,688.9,856.4,1,69,21
"230054",2478,0,0,256,256,0,9,1
"230055",491,0,0,28.3,96,0,2,1
"230058",536,0,0,35,47,0,1,3
"230059",2847,20,61,288.4,534,1,28,6
"230066",4148,16,18,234.1,404.6,0,9,11
"230069",679,0,0,34.1,66,0,5,11
"230070",7061,24,50,408.1,535,0,16,6
"230071",803,0,0,24,24,0,2,1
"230072",1258,0,0,108,149,0,11,2
"230075",1852,0,0,131.3,166,0,3,10
"230077",2332,14,22,145.6,197.6,0,7,11
"230078",18,0,0,24,41,0,1,1
"230080",730,0,0,45.6,80,0,2,3
"230081",818,0,0,49,49,0,2,7
"230085",31,0,0,15,25,0,1,2
"230089",3408,0,18,223,263,0,4,4
"230092",5443,22,29,320.7,395.4,0,24,1
"230093",586,0,0,33,53,0,1,1
"230095",661,0,0,62,108,0,1,1
"230096",38,0,0,23,23,0,1,1
"230097",6945,17,22,376,438,0,20,5
"230099",1382,0,0,236.9,261,0,6,3
"230100",260,0,0,14,39.4,0,1,4
"230104",2991,0,32,0,337,1,18,8
"230105",2863,13,14,238,238,0,6,2
"230108",92,0,0,36,36,0,1,1
"230110",432,0,0,36.7,65,0,2,2
"230117",4488,17,16,86.4,311,0,18,2
"230118",223,0,0,31.7,47,0,1,1
"230121",825,0,0,80,182.9,0,11,3
"230130",15538,52,77,1226,1399,1,46,13
"230132",2218,28,26,327,443,0,8,2
"230133",418,0,0,41,97.7,0,1,1
"230141",4979,26,35,281,400.3,0,10,5
"230142",1726,0,15,102,141,0,1,6
"230144",96,0,0,23,45,0,1,1
"230146",3175,18,26,284.9,379.1,0,5,9
"230151",3386,26,31,265,347,0,8,4
"230156",8669,15,46,428.9,1132.1,0,27,6
"230165",5972,63,60,520.7,671,0,16,21
"230167",3131,0,11,198.7,385.9,0,3,13
"230174",155,0,0,31.4,35,0,2,1
"230176",2572,0,28,211,215,0,4,3
"230180",217,0,0,33,61,0,3,3
"230193",1525,0,0,143,149,0,4,2
"230195",6919,35,62,488,719.7,0,14,9
"230197",4477,15,16,283.1,400.1,0,8,2
"230207",858,0,24,125,125,0,2,2
"230208",163,0,0,25,50,0,2,1
"230216",2985,0,17,198,228,0,9,4
"230217",733,0,0,62,95,0,3,2
"230222",4643,15,14,241,324,0,12,3
"230227",4132,29,53,250.3,308.6,0,10,7
"230230",8115,49,108,512.4,778,0,41,9
"230236",1385,0,0,184.7,249,0,22,3
"230239",499,0,0,53.3,97,0,2,3
"230241",169,0,0,30,73.4,0,1,1
"230244",1998,44,27,248,248,0,3,4
"230254",2102,0,15,159.9,278,0,7,7
"230259",940,0,0,99.9,155.4,0,4,3
"230264",137,0,0,20,20,0,4,1
"230269",11212,25,44,604.7,684,0,15,29
"230270",1413,14,17,199,252,0,2,5
"230273",1984,19,28,0,301,0,15,8
"230275",42,0,0,21.4,25,0,2,1
"230277",1440,0,0,0,188,0,3,4
"230279",265,0,0,27.4,70.6,0,3,2
"230297",251,0,0,61.3,82,0,2,5
"230301",239,0,0,30,30,0,2,1
"230302",2936,20,17,212.3,261.1,0,21,28
"230303",198,0,0,39,39,0,3,1
"231300",105,0,0,4,9.3,0,1,1
"231301",131,0,0,8,8,0,2,1
"231303",65,0,0,15.8,17,0,2,1
"231304",144,0,0,29,33,0,2,1
"231305",41,0,0,9,53,0,2,1
"231306",121,0,0,18.6,21,0,2,1
"231307",223,0,0,15,15,0,1,2
"231308",207,0,0,14,19,0,2,1
"231309",13,0,0,13,33,0,2,1
"231310",222,0,0,38,38,0,1,1
"231311",126,0,0,11.7,15,0,2,1
"231312",332,0,0,11,22,0,1,1
"231313",79,0,0,15,21,0,2,1
"231314",48,0,0,15,25,0,1,1
"231315",1136,0,0,20,205.3,0,4,3
"231316",26,0,0,19.1,35,0,2,1
"231317",448,0,0,0,9,0,1,1
"231318",29,0,0,28.9,34,0,2,1
"231319",212,0,0,32.4,38,0,1,1
"231320",152,0,0,4,59.1,0,1,2
"231321",1177,0,0,25,47,0,1,2
"231322",165,0,0,25,25,0,2,1
"231323",178,0,0,0,24,0,1,2
"231324",566,0,0,42,42,0,1,1
"231325",80,0,0,25,38,0,2,1
"231326",204,0,0,22,32,0,1,2
"231327",192,0,0,12,35,0,1,2
"231328",855,0,0,25,61.1,0,1,1
"231329",491,0,0,29.5,473.9,0,1,2
"231330",343,0,0,25,25,0,2,1
"231331",348,0,0,26.7,36,0,2,1
"231332",29,0,0,30,30,0,1,1
"231333",194,0,0,39,75,0,2,1
"231334",24,0,0,10,10,0,2,1
"231337",138,0,0,25,35,0,2,1
"231338",586,0,0,24,35,0,1,1
"231339",169,0,0,38,38,0,2,1
"231340",271,0,0,34.4,58,0,2,3
"232012",15,0,0,19.3,26,0,1,1
"232019",381,0,0,59.3,136,0,4,7
"232020",26,0,0,11,31,0,1,1
"232021",58,0,0,0,31,0,1,1
"232023",97,0,0,30,108.9,0,2,1
"232024",467,0,0,36,36,0,2,1
"232029",286,0,0,36,87,0,4,4
"232031",478,0,0,70,106,0,7,3
"232033",75,0,0,32,32,0,2,1
"232034",254,0,0,17,76.9,0,1,1
"232035",51,0,0,22,25,0,2,1
"232037",323,0,0,30,109.4,0,3,1
"232039",103,0,0,42,42,0,2,1
"233300",1654,13,19,0,242.9,1,2,1
"240001",4366,25,26,270.1,336.5,0,16,9
"240002",6388,24,42,354.1,456,0,6,9
"240004",2429,22,21,358,482.4,0,44,5
"240006",119,0,0,47,60,0,5,6
"240010",12618,42,93,1457.4,1543,1,132,5
"240014",348,0,0,16.1,70,0,2,1
"240018",498,0,0,45.9,62,0,2,2
"240019",487,0,0,37.1,181,0,15,5
"240020",407,0,0,36.9,103,0,2,1
"240022",87,0,0,25,68,0,2,1
"240030",853,0,0,45,65,0,2,5
"240036",8651,30,40,401,500,0,25,5
"240038",5644,31,63,361.6,811.6,1,18,9
"240040",475,0,0,36.7,69.1,0,1,2
"240043",1096,0,0,122.7,181,0,11,4
"240044",351,0,0,30.9,54,0,1,1
"240047",4016,11,17,312,478,0,10,8
"240050",436,0,0,64,107,0,1,1
"240052",428,0,0,35,108,0,6,3
"240053",6145,15,30,324,360,0,31,10
"240056",1441,0,0,97,115,0,2,4
"240057",9480,32,81,462.6,858.3,1,55,14
"240059",230,0,0,22.6,61,0,1,1
"240063",2606,17,25,0,234.4,0,9,2
"240064",443,0,0,44.8,64.7,0,4,5
"240066",1136,0,0,60,75,0,1,4
"240069",280,0,0,28,74.4,0,2,2
"240071",240,0,0,20,55,0,2,1
"240075",1210,0,0,81.6,137,0,3,1
"240076",247,0,0,36.7,112,0,1,1
"240078",4436,21,20,291,357.6,0,20,12
"240080",5445,19,56,545.7,816.3,1,58,5
"240084",351,0,0,31.9,106.7,0,1,1
"240088",507,0,0,38.1,111,0,2,1
"240093",2739,11,13,171,220.6,0,9,7
"240100",1620,0,0,102,139,0,5,8
"240101",398,0,0,30.2,81.9,0,2,3
"240104",924,0,0,82.1,180.9,0,2,3
"240106",7306,22,49,360,416,0,42,7
"240115",7976,16,44,586.4,776.9,0,28,10
"240141",172,0,0,43,50,0,1,3
"240166",246,0,0,37.1,50.6,0,1,1
"240187",244,0,0,37,86,0,5,2
"240207",2232,0,0,194.7,242.7,0,3,7
"240210",1997,0,18,187.1,227.9,0,7,3
"240213",1454,0,0,68.7,107.9,0,1,6
"240214",786,0,0,110.8,158.7,0,8,2
"241300",18,0,0,4,10,0,1,2
"241301",203,0,0,8,15,0,1,1
"241302",202,0,0,6,9.7,0,1,1
"241303",215,0,0,10,25,0,2,1
"241304",55,0,0,12,15,0,1,1
"241305",75,0,0,25,25,0,1,2
"241306",12,0,0,16,16,0,2,1
"241308",51,0,0,12,32,0,2,1
"241309",270,0,0,6.7,27,0,2,1
"241311",131,0,0,7.8,11,0,2,1
"241312",131,0,0,5.7,22.3,0,2,1
"241313",18,0,0,8,28,0,1,1
"241314",202,0,0,6.6,12,0,2,1
"241315",215,0,0,20,20,0,1,1
"241316",343,0,0,20,27,0,2,1
"241317",12,0,0,16,16,0,2,1
"241318",247,0,0,18,21,0,1,1
"241319",136,0,0,8,14,0,1,1
"241320",11,0,0,34,55,0,1,1
"241321",71,0,0,7.4,19,0,1,1
"241322",87,0,0,16,25,0,1,1
"241323",182,0,0,29,50,0,2,1
"241325",77,0,0,10,25,0,1,2
"241326",14,0,0,18.1,33,0,1,1
"241327",123,0,0,16,28,0,1,1
"241328",309,0,0,8,8.6,0,2,1
"241329",68,0,0,14,25,0,1,1
"241330",1984,0,0,19.4,37,0,1,4
"241332",1078,0,0,29,29,0,3,1
"241333",576,0,0,14.1,19,0,6,1
"241334",2358,15,18,25,25,0,1,1
"241335",105,0,0,12,12,0,1,1
"241336",202,0,0,6,15,0,2,1
"241337",68,0,0,12,12,0,1,2
"241338",12,0,0,14,17,0,1,1
"241339",58,0,0,12,16,0,1,1
"241340",186,0,0,9.9,31,0,2,1
"241341",12,0,0,11,11,0,2,1
"241342",13,0,0,25,25,0,1,1
"241343",18,0,0,5.4,6.1,0,2,1
"241344",155,0,0,14,35,0,2,1
"241345",18,0,0,11,17,0,1,1
"241346",243,0,0,16,26,0,2,1
"241347",79,0,0,10,25,0,1,1
"241348",41,0,0,10,11,0,2,2
"241349",509,0,0,11.9,36,0,2,1
"241350",123,0,0,14.4,35,0,2,1
"241351",203,0,0,7.9,35,0,1,1
"241353",218,0,0,17.3,50.8,0,1,1
"241354",273,0,0,16,32,0,2,1
"241355",68,0,0,12,34,0,1,1
"241356",47,0,0,12.6,25,0,2,1
"241357",13,0,0,9.7,47,0,2,2
"241359",59,0,0,25,77.9,0,1,1
"241360",147,0,0,11.6,33,0,1,2
"241361",11,0,0,25.4,35,0,2,1
"241362",404,0,0,27.7,61,0,2,1
"241363",501,0,0,25,30,0,1,1
"241364",365,0,0,25.1,74,0,2,3
"241365",343,0,0,11,11,0,2,1
"241366",142,0,0,23,48,0,1,1
"241367",95,0,0,16.3,24,0,2,1
"241368",1022,0,0,13.9,34,0,1,1
"241369",1045,0,0,12,38,0,3,3
"241370",269,0,0,20,62,0,2,1
"241371",26,0,0,13,25,0,2,1
"241372",18,0,0,6,12,0,1,1
"241373",348,0,0,25,25,0,1,2
"241374",131,0,0,8,12,0,2,1
"241375",180,0,0,6.8,10.1,0,2,1
"241376",214,0,0,13.6,22,0,2,1
"241377",186,0,0,12,25,0,1,2
"241378",109,0,0,27.4,108,0,5,1
"241379",80,0,0,10,32,0,1,1
"241380",541,0,0,50,50,0,1,1
"241381",96,0,0,25,25.1,0,2,1
"242004",180,0,0,0,59,0,1,1
"242005",1235,0,0,66,66,0,1,3
"243300",1320,0,17,24.6,83,1,4,1
"243302",2666,0,0,376.3,444.7,0,8,5
"250001",5571,32,30,558,706,1,31,2
"250002",278,0,0,22,30,0,1,1
"250004",10785,42,69,0,407.1,0,15,2
"250006",653,0,0,114,114,0,1,3
"250007",793,0,0,37,68,0,1,1
"250009",3590,0,23,172.5,222,0,5,2
"250012",77,0,0,34.3,40,0,2,1
"250017",80,0,0,4,51,0,2,1
"250018",18,0,0,12,16,0,1,1
"250019",5327,19,21,240,263.3,0,10,1
"250020",482,0,0,38,38,0,1,2
"250025",541,0,0,38,65,0,2,1
"250027",44,0,0,8,14,0,2,1
"250031",1540,0,0,109.6,123.9,0,3,1
"250034",3699,0,0,247,247,0,4,5
"250036",165,0,0,21,42,0,2,1
"250038",150,0,0,28,65.1,0,2,1
"250040",4651,0,29,334,410,0,7,5
"250042",470,0,17,25.3,100,0,2,1
"250043",282,0,0,22.4,37,0,1,1
"250044",391,0,0,160,160,0,1,1
"250048",9055,40,64,369.4,478.7,0,11,4
"250049",64,0,0,21.7,31,0,1,2
"250050",367,0,0,96,96,0,1,2
"250057",643,0,0,89,90,0,2,3
"250058",2181,0,42,130,136,0,3,1
"250060",220,0,0,12,30,0,2,1
"250061",268,0,0,16,26,0,2,1
"250067",404,0,0,0,50,0,1,4
"250069",1776,14,29,66.4,137,0,1,1
"250072",930,0,0,182.7,207.7,0,1,1
"250077",213,0,0,0,67,0,1,1
"250078",8346,53,49,300,591,0,16,2
"250081",170,0,0,20.7,42,0,1,1
"250082",1726,0,12,120,120,0,2,1
"250084",1084,0,14,54.3,80.9,0,4,1
"250085",239,0,0,38,38,0,1,1
"250093",813,0,0,39,69,0,1,2
"250094",1561,0,0,74.3,129.1,0,2,2
"250095",134,0,0,28.8,32,0,1,1
"250096",218,0,0,15,42.6,0,2,1
"250097",1158,0,0,110,120,0,6,3
"250099",1513,15,0,208,208,0,2,1
"250100",2787,0,0,298,298,0,1,1
"250102",7790,42,35,504,504,0,14,1
"250104",3405,12,21,127.6,176.1,0,2,1
"250117",362,0,0,57,80,0,1,4
"250123",365,0,0,36.3,157,0,1,2
"250124",189,0,0,32,32,0,2,1
"250128",261,0,0,65,96,0,2,5
"250134",18,0,0,0,23,0,1,1
"250136",373,0,0,94.3,137,0,2,1
"250138",694,0,0,66.6,115.3,0,4,4
"250141",5731,39,21,421,421,0,4,5
"250151",444,0,0,66.9,154,0,2,1
"250152",279,0,0,0,70,0,2,5
"250162",75,0,0,24.9,43.1,0,1,1
"250163",881,0,0,24.9,443.3,0,3,5
"250167",935,0,0,82.9,101,0,2,6
"250168",408,0,0,52,52,0,1,1
"250172",348,0,0,15,21,0,1,1
"251300",66,0,0,25,37,0,1,1
"251302",404,0,0,33.6,35,0,1,1
"251304",200,0,0,17,18,0,1,2
"251305",165,0,0,25,25,0,1,1
"251306",242,0,0,22,22,0,2,1
"251307",222,0,0,22.9,28.6,0,2,1
"251308",68,0,0,25,26,0,2,1
"251309",125,0,0,16,16.4,0,2,1
"251312",42,0,0,27,27,0,2,2
"251313",235,0,0,30,30,0,2,1
"251315",267,0,0,40,40,0,2,1
"251316",237,0,0,5,28,0,1,1
"251317",90,0,0,21.1,30,0,1,1
"251318",247,0,0,30,80.7,0,2,2
"251319",136,0,0,7,18,0,1,2
"251320",12,0,0,32,32,0,1,2
"251322",13,0,0,25,25,0,1,1
"251323",230,0,0,14,18.7,0,1,1
"251324",590,0,0,24,33,0,1,2
"251325",501,0,0,24,35,0,2,1
"251326",351,0,0,20,20,0,1,1
"251327",155,0,0,25,25,0,2,1
"251329",131,0,0,7,7,0,2,1
"251330",80,0,0,9.4,25,0,1,1
"251331",1229,0,0,30,30,0,1,1
"251333",147,0,0,18,25,0,1,1
"251334",161,0,0,15,20,0,1,1
"251335",60,0,0,4.9,19.7,0,1,2
"251336",524,0,0,45,45,0,1,3
"251337",590,0,0,32,35,0,1,2
"251338",202,0,0,0,29,0,1,1
"251339",223,0,0,8,8,0,2,1
"252003",209,0,0,25,33,0,2,1
"252004",534,0,0,21.5,49,0,2,1
"252005",164,0,0,61,61,0,1,1
"252006",1064,0,0,39,39,0,1,2
"252007",1064,0,0,53,53,0,1,2
"252008",793,0,0,35,35,0,1,3
"252013",75,0,0,26.3,39,0,2,1
"260001",3462,0,17,210.3,440,0,3,5
"260004",46,0,0,28,64,0,2,1
"260005",1937,13,19,0,250,0,5,5
"260006",5706,18,19,246,291.7,0,15,4
"260009",1153,0,0,37,136,0,1,1
"260011",1580,0,11,60.1,166,0,5,5
"260017",1629,0,0,144,246,0,4,3
"260020",7131,30,37,937.7,1750,0,28,9
"260022",528,0,0,30.6,93,0,2,3
"260023",2416,0,0,201.6,482.4,0,2,7
"260024",233,0,0,55,65,0,2,1
"260025",1497,0,0,99,115,0,4,3
"260027",3125,32,43,523,609,0,11,5
"260032",14927,52,130,1183.9,1334,1,123,3
"260034",150,0,0,20,49,0,1,1
"260040",7301,22,22,543,801,0,25,6
"260047",1440,0,13,117,158,0,4,1
"260048",663,0,11,247,298.7,0,18,2
"260050",152,0,0,27,64,0,1,1
"260052",1251,0,0,110.4,293,0,13,8
"260057",313,0,0,58,58,0,2,3
"260059",352,0,0,47.6,117,0,2,4
"260061",125,0,0,18.3,71,0,2,1
"260062",1593,0,0,0,162,0,6,8
"260064",212,0,0,20,75,0,1,1
"260065",8901,33,33,574.4,1747,0,20,8
"260068",4801,15,20,285.4,412,0,2,5
"260070",368,0,0,5,49,0,2,2
"260074",221,0,0,36.6,60.7,0,2,1
"260077",7269,31,44,540.6,704.3,0,19,9
"260078",1415,0,0,90,114,0,6,1
"260081",2040,12,0,142.5,245.6,0,8,2
"260085",1747,11,0,80.6,110.3,0,3,1
"260091",2258,16,16,277,596.7,0,7,4
"260094",1719,0,0,88.3,153.9,0,5,11
"260095",3268,15,25,297,337,1,5,1
"260096",5686,0,16,424,535,0,17,2
"260097",467,0,0,35,62,0,2,1
"260102",206,0,0,113,301,0,5,3
"260104",4357,43,63,0,605.6,0,14,1
"260105",2498,20,30,279,402,1,29,1
"260108",6603,14,19,291.1,524,0,12,13
"260110",2578,0,0,143,245,0,8,3
"260113",927,0,0,103,125,0,2,2
"260119",2779,0,18,146.1,200,0,6,6
"260137",4893,0,22,0,441.7,0,10,6
"260138",6056,42,33,0,486.9,1,17,7
"260141",5416,24,51,604,673,1,38,2
"260142",308,0,0,26.7,60,0,2,3
"260160",422,0,0,41.1,48,0,1,2
"260162",462,0,0,43.6,126.4,0,1,16
"260163",1025,0,0,101.3,129,0,1,2
"260175",502,0,0,36.7,50.8,0,1,1
"260176",629,0,0,77.3,157,0,1,2
"260177",1710,0,0,141.7,172,0,5,3
"260179",5351,15,17,362,370,0,15,3
"260180",3212,29,40,274.4,522,0,4,7
"260183",3527,0,12,306,306,0,11,4
"260186",1190,0,16,100,121,0,1,3
"260190",974,0,13,80,98.9,0,3,1
"260191",1450,0,11,94.1,118.4,0,3,2
"260193",1177,0,0,43.3,116,0,1,1
"260195",553,0,0,96.1,105,0,3,1
"260200",2426,0,11,0,371,0,2,12
"260209",40,0,0,13,39,0,1,2
"260210",357,0,0,26.3,190,0,8,1
"260214",773,0,0,48,68.9,0,3,2
"260216",3856,0,17,179,248,0,4,7
"260219",393,0,0,48.3,86.3,0,3,1
"260227",30,0,0,13,35,0,2,2
"261301",147,0,0,12,12,0,2,1
"261302",372,0,0,12.1,32,0,2,1
"261303",40,0,0,18,22,0,1,1
"261305",63,0,0,15,25,0,1,1
"261306",169,0,0,0,25,0,1,1
"261307",18,0,0,0,25,0,2,1
"261308",121,0,0,21.6,35,0,2,1
"261309",219,0,0,16,24,0,2,1
"261310",348,0,0,12,26,0,2,2
"261311",254,0,0,27.8,49,0,2,1
"261312",77,0,0,12,33,0,2,2
"261313",71,0,0,10,25,0,1,1
"261314",12,0,0,13,24,0,2,1
"261315",169,0,0,0,8,0,2,1
"261316",2239,0,0,14.7,123,0,9,3
"261317",111,0,0,11.6,60,0,1,1
"261318",35,0,0,24.8,33,0,1,1
"261319",175,0,0,14.6,122,0,1,3
"261320",63,0,0,30,35,0,1,1
"261321",431,0,0,32,32,0,1,2
"261322",64,0,0,20.7,38,0,2,1
"261323",586,0,0,25,31,0,1,3
"261324",144,0,0,15.1,52,0,1,2
"261325",320,0,0,9.6,31,0,2,1
"261327",64,0,0,25,39,0,1,1
"261328",81,0,0,12,19,0,2,1
"261329",33,0,0,12.4,44,0,1,2
"261330",26,0,0,21.3,25,0,1,1
"261331",198,0,0,0,25,0,2,1
"261332",47,0,0,6,33,0,2,1
"261333",136,0,0,5.3,25,0,2,1
"261335",121,0,0,11.4,77,0,1,1
"261336",55,0,0,18,21,0,1,1
"261337",507,0,0,36.9,65.9,0,1,3
"261338",59,0,0,26.9,63,0,3,2
"262010",119,0,0,89.4,98,0,1,1
"262013",1807,0,11,71,71,0,4,3
"262015",163,0,0,25,30,0,1,1
"262016",40,0,0,16.9,28,0,1,1
"262017",974,0,0,44,60,0,2,2
"262018",105,0,0,50,50,0,2,1
"262019",203,0,0,25,30,0,2,1
"262020",414,0,0,19.7,23,0,2,3
"263301",2340,20,44,336,439,1,15,2
"263302",2712,17,44,243.6,383,1,62,5
"263303",956,0,0,40.3,60,0,1,4
"263304",209,0,0,4,12,0,1,1
"270003",1655,0,0,123,151,0,8,2
"270004",4617,19,13,312.6,377.9,0,29,1
"270012",2419,11,13,240,332,0,13,1
"270014",3823,11,19,138.4,253,0,16,5
"270017",980,0,0,73,75.1,0,1,2
"270023",808,0,0,151,151,0,2,4
"270032",144,0,0,33.5,49,0,1,2
"270049",3459,0,11,217,272,0,9,3
"270051",1978,0,0,192,327,0,14,1
"270057",1390,0,0,116,129.1,0,7,1
"270074",14,0,0,25,24,0,2,1
"270086",302,0,0,41.1,42,0,1,1
"270087",81,0,0,0,60,0,2,1
"271300",192,0,0,20,37,0,1,1
"271301",35,0,0,18.3,25,0,1,1
"271302",380,0,0,25,28,0,1,1
"271303",576,0,0,25,27,0,2,4
"271304",56,0,0,23.6,25.6,0,2,1
"271305",18,0,0,0,25,0,2,1
"271306",142,0,0,23.7,25,0,2,1
"271307",58,0,0,5.3,25,0,2,1
"271308",189,0,0,25,30,0,2,1
