"ccn","impute_discharge","impute_drg100","impute_drg101","impute_neuro1","impute_neuro2","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2","zip"
"102032",1,1,1,1,1,99,0,0,27.4,108.2,0,1,1,"33936"
"103300",1,1,1,1,1,316,0,12,178.1,315.4,1,22,6,"33701"
"103301",1,1,1,1,1,2390,21,20,141,401,1,3,4,"33155"
"103304",1,1,1,1,1,2387,0,12,130,203.9,0,2,4,"32827"
"10T290",1,1,1,1,1,119,0,0,30,30,0,2,1,"32159"
"110001",0,0,0,0,0,2682,0,13,236,282,0,7,2,"30720"
"110002",0,0,0,1,1,466,0,0,75.7,91,0,1,1,"30286"
"110003",0,0,0,0,1,1680,0,0,150,233,0,4,3,"31501"
"110005",0,0,0,0,0,4168,0,19,321,333.8,0,11,11,"30041"
"110006",0,0,0,0,0,2343,13,16,169.9,322.6,0,7,2,"30606"
"110007",0,0,0,0,1,3727,32,24,337.3,447.6,0,11,6,"31703"
"110008",0,0,0,0,0,2435,0,0,267,338,0,7,7,"30115"
"110010",0,0,0,0,0,7365,31,55,718,995,1,71,20,"30322"
"110011",0,0,0,0,0,2160,0,11,144.7,263.8,0,5,5,"30117"
"110015",0,0,0,0,0,552,0,0,55,112.1,0,5,4,"30180"
"110016",0,0,0,0,1,2002,0,0,155.4,197.6,0,2,2,"30240"
"110018",0,0,0,0,0,1002,0,0,120,124,0,1,4,"30014"
"110023",0,0,0,1,1,924,0,0,112,115,0,1,9,"30701"
"110024",0,0,0,0,0,1479,0,0,135.7,206,0,5,3,"31412"
"110025",0,0,0,0,0,3479,18,13,234.3,310.6,0,6,2,"31520"
"110026",0,0,0,1,1,80,0,0,10,32,0,1,2,"30635"
"110027",0,0,0,1,1,320,0,0,48,83.4,0,3,1,"30553"
"110028",0,0,0,0,0,7570,21,23,616,770.6,0,15,3,"30901"
"110029",0,0,0,0,0,10380,32,40,653,797,0,15,10,"30501"
"110030",0,0,0,0,1,1981,0,11,119,165.3,0,1,1,"30120"
"110031",0,0,0,1,1,1535,17,15,184.3,236.1,0,4,1,"30223"
"110032",0,0,0,1,1,326,0,0,48.3,96,0,1,1,"30577"
"110034",0,0,0,0,0,3087,27,27,437,606,1,41,2,"30912"
"110035",0,0,0,0,0,10243,61,45,796,877.4,0,31,8,"30060"
"110036",0,0,0,0,0,5655,27,22,668,744.1,0,14,2,"31404"
"110038",0,0,0,0,0,2722,11,0,150,208,0,8,3,"31792"
"110040",1,1,1,1,1,151,0,0,5.2,10,0,1,1,"30529"
"110041",0,0,0,1,1,306,0,0,53,68,0,1,1,"30535"
"110042",0,0,0,0,0,2089,0,0,159.1,199.3,0,2,8,"30141"
"110043",0,0,0,0,0,3620,15,13,168,228,0,5,15,"31419"
"110044",0,0,0,1,1,375,0,0,65,79.9,0,1,1,"31719"
"110045",0,0,0,1,1,111,0,0,38,55,0,2,1,"30680"
"110046",0,0,0,0,0,420,0,0,86,86.1,0,2,2,"30655"
"110050",0,0,0,1,1,160,0,0,32,80,0,1,1,"30705"
"110051",0,0,0,1,1,610,0,0,56,62,0,1,2,"30512"
"110054",0,0,0,0,0,3626,18,23,278.9,410.3,0,10,2,"30162"
"110064",0,0,0,0,0,2559,11,21,0,351,0,4,3,"31901"
"110069",0,0,0,0,0,3510,11,18,192,294,0,5,2,"31093"
"110071",0,0,0,0,0,50,0,0,32,73,0,1,1,"31513"
"110073",0,0,0,1,1,118,0,0,45,46,0,1,2,"31750"
"110074",0,0,0,0,0,5692,20,25,381,381,0,13,6,"30606"
"110075",0,0,0,0,1,1472,0,0,122.3,187.4,0,2,4,"30458"
"110076",0,0,0,0,0,2665,20,31,371,453.6,0,7,2,"30033"
"110078",0,0,0,0,0,4221,28,14,575,625,0,12,30,"30308"
"110079",0,0,0,0,0,3753,33,30,342.9,771,0,36,4,"30303"
"110082",0,0,0,0,0,5035,0,14,398,468,0,6,4,"30342"
"110083",0,0,0,0,0,7239,17,15,601,630,0,22,11,"30309"
"110086",0,0,0,1,1,12,0,0,36,56,0,2,1,"31082"
"110087",0,0,0,0,0,5127,26,0,122,612,0,11,2,"30046"
"110089",0,0,0,0,0,929,0,0,110.1,130,0,1,1,"31533"
"110091",0,0,0,0,0,1318,0,0,176,176,0,2,5,"30012"
"110092",0,0,0,1,1,154,0,0,23.2,44,0,1,1,"31023"
"110095",0,0,0,0,0,1968,0,0,162.4,230,0,4,1,"31793"
"110100",0,0,0,1,1,46,0,0,21,47,0,2,2,"30434"
"110101",1,1,1,1,1,39,0,0,8,15,0,1,1,"31620"
"110104",0,0,0,0,1,456,0,0,64.9,73,0,1,1,"31015"
"110105",0,0,0,0,0,1119,0,0,98,170,0,3,1,"31768"
"110107",0,0,0,0,0,6325,28,45,660,843.3,0,13,6,"31201"
"110109",0,0,0,0,1,142,0,0,24,41,0,1,1,"30401"
"110111",0,0,0,1,1,33,0,0,41,41,0,2,1,"30824"
"110113",0,0,0,1,1,12,0,0,16.7,28,0,2,1,"30830"
"110115",0,0,0,0,0,1593,12,0,282.4,405.4,0,5,2,"30312"
"110121",0,0,0,1,1,55,0,0,21,46,0,1,1,"39828"
"110122",0,0,0,0,0,3377,19,17,253,345,0,8,1,"31602"
"110124",0,0,0,1,1,559,0,0,59.2,88,0,2,2,"31545"
"110125",0,0,0,0,1,1685,0,0,155,191.1,0,1,4,"31021"
"110128",0,0,0,1,1,673,0,0,81,141.9,0,1,16,"30474"
"110129",0,0,0,0,0,3316,0,16,0,289,0,9,4,"31995"
"110130",1,1,1,1,1,86,0,0,27.3,34,0,1,1,"31774"
"110132",0,0,0,1,1,83,0,0,35,42,0,1,1,"39819"
"110135",0,0,0,0,1,121,0,0,20,35,0,1,1,"31036"
"110142",0,0,0,0,1,58,0,0,16,24,0,1,2,"30417"
"110143",0,0,0,0,0,2838,14,13,364.4,465.7,0,13,10,"30106"
"110146",0,0,0,1,1,212,0,0,40,54,0,2,1,"31558"
"110150",0,0,0,0,1,506,0,0,61.1,115,0,1,4,"31061"
"110153",0,0,0,1,1,239,0,0,39,61,0,1,1,"31069"
"110161",0,0,0,0,0,2640,0,0,424,433.7,0,20,11,"30342"
"110164",0,0,0,0,0,2585,23,18,307,323,0,3,2,"31217"
"110165",0,0,0,0,0,1250,18,0,182,232.1,0,1,1,"30274"
"110168",0,0,0,0,0,4474,14,19,229,284,0,2,8,"30165"
"110177",0,0,0,0,0,2750,13,12,332,376,0,4,8,"30909"
"110184",0,0,0,0,0,1421,0,0,105.1,139.1,0,3,1,"30134"
"110189",0,0,0,0,0,220,0,0,27,35.4,0,1,1,"30513"
"110190",1,1,1,1,1,171,0,0,33.6,40,0,1,2,"31063"
"110191",0,0,0,0,0,3339,17,11,304,313,0,2,4,"30281"
"110192",0,0,0,0,0,1878,23,17,307,334,0,9,1,"30078"
"110194",0,0,0,1,1,141,0,0,54.2,65,0,1,1,"39845"
"110198",0,0,0,0,0,1401,0,15,144.1,204.6,0,7,5,"30076"
"110200",0,0,0,1,1,815,0,0,55,55.4,0,1,2,"31909"
"110201",0,0,0,0,1,610,0,0,56,103,0,1,1,"31210"
"110209",1,0,0,0,1,166,0,0,22.6,79,0,2,1,"31788"
"110215",0,0,0,0,0,4231,21,20,302,345,0,5,5,"30214"
"110225",0,0,0,0,0,961,0,0,57,86,0,2,4,"30143"
"110226",0,0,0,1,1,544,0,0,114,154,0,3,2,"30058"
"110229",0,0,0,0,0,2279,0,0,176,191,0,6,4,"30265"
"110230",0,0,0,0,0,1507,0,0,167,202,0,5,5,"30097"
"110233",0,0,0,0,1,36,0,0,27,50,0,1,1,"30265"
"110234",1,1,1,1,1,129,0,0,27,35,0,2,1,"31639"
"110236",0,0,0,1,1,22,0,0,102,102,0,1,1,"30742"
"110237",1,1,1,1,1,308,0,0,33,49,0,2,3,"30533"
"110252",1,1,1,1,1,708,0,0,120.4,145,0,5,1,"30096"
"111300",1,1,1,1,1,815,0,0,0,42,0,2,1,"39840"
"111302",1,1,1,1,1,590,0,0,24,33.1,0,1,1,"31014"
"111303",1,1,1,1,1,72,0,0,8,12,0,2,1,"31064"
"111304",1,1,1,1,1,144,0,0,25,33,0,1,2,"30650"
"111305",1,1,1,1,1,348,0,0,31,36,0,2,3,"39837"
"111306",1,1,1,0,0,144,0,0,25,42,0,1,1,"31329"
"111308",1,1,1,1,1,712,0,14,19,29,0,6,1,"31634"
"111310",1,1,1,1,1,11,0,0,28.6,39.3,0,1,1,"31008"
"111311",1,1,1,1,1,243,0,0,17,21,0,2,1,"30442"
"111312",1,1,1,1,1,112,0,0,18,23,0,2,1,"30467"
"111313",1,1,1,1,1,448,0,0,0,42,0,1,3,"31024"
"111314",1,1,1,1,1,184,0,0,16.7,25,0,2,1,"39823"
"111316",1,1,1,1,1,308,0,0,25,29,0,1,1,"31830"
"111318",1,1,1,1,1,88,0,0,25,34,0,2,2,"31029"
"111319",1,1,1,1,1,30,0,0,23,35.9,0,1,1,"30233"
"111320",1,1,1,1,1,29,0,0,34,35,0,2,1,"30110"
"111323",1,1,1,0,1,58,0,0,18,28,0,1,1,"30453"
"111324",1,1,1,0,1,301,0,0,25,34,0,2,1,"30546"
"111325",1,1,1,1,1,11,0,0,19,25,0,2,1,"30673"
"111326",1,1,1,1,1,107,0,0,27,35,0,2,1,"31635"
"111327",1,1,1,1,1,87,0,0,28,39,0,1,1,"31510"
"111328",1,1,1,1,1,123,0,0,25,31,0,2,1,"31791"
"111329",1,1,1,1,1,192,0,0,21.4,30.7,0,1,1,"30642"
"111330",1,1,1,1,1,437,0,0,38,43,0,2,5,"30125"
"111331",1,1,1,1,1,230,0,0,12.6,35.6,0,2,1,"31730"
"111332",1,1,1,1,1,322,0,0,23.3,30,0,2,3,"31643"
"111333",1,1,1,0,1,124,0,0,14,34,0,1,2,"31539"
"111334",1,1,1,1,1,388,0,0,34,50,0,2,2,"30439"
"111335",1,1,1,1,1,351,0,0,35.6,50.1,0,2,2,"31310"
"111336",1,1,1,1,1,184,0,0,16,31,0,1,1,"30525"
"111337",1,1,1,1,1,46,0,0,29,32,0,1,1,"30635"
"112000",1,1,1,1,1,351,0,0,19.2,24,0,1,1,"31830"
"112003",1,1,1,1,1,1395,0,0,134,152,0,2,3,"30309"
"112004",1,1,1,1,1,1229,0,0,72,72,0,12,2,"30308"
"112006",1,1,1,1,1,226,0,0,50,50,0,2,2,"30030"
"112007",1,1,1,1,1,3240,0,16,215,251,0,13,4,"30067"
"112011",1,1,1,1,1,1292,0,0,36,36,0,1,1,"31405"
"112012",1,1,1,1,1,219,0,0,18,33,0,1,1,"31901"
"112013",1,1,1,1,1,170,0,0,80,80,0,2,1,"30904"
"112016",1,1,1,1,1,1042,0,0,60,60,0,1,1,"31217"
"112017",1,1,1,1,1,426,0,0,0,42,0,1,1,"30606"
"112018",1,1,1,1,1,18,0,0,41.4,50,0,1,1,"31405"
"113300",1,1,1,1,1,4782,0,24,296,388,0,13,3,"30322"
"113301",1,1,1,1,1,2061,0,15,289,394,1,24,4,"30342"
"11L005",1,1,1,1,1,861,0,0,118,124,0,1,1,"30306"
"11L006",1,1,1,1,1,232,0,0,28,82,0,1,4,"30909"
"120001",0,0,0,0,0,5526,13,18,741,741,1,28,2,"96813"
"120002",0,0,0,0,0,865,0,0,249,250,0,6,1,"96793"
"120004",0,0,0,1,1,86,0,0,34,44,0,2,1,"96786"
"120005",0,0,0,0,1,1238,0,0,128,168,0,2,1,"96720"
"120006",0,0,0,0,0,999,0,0,49,214,0,4,1,"96734"
"120007",0,0,0,0,0,640,0,0,160,160,0,4,1,"96817"
"120011",0,0,0,0,0,299,0,0,302.3,403,0,5,1,"96819"
"120014",0,0,0,0,0,390,0,0,72,97,0,2,1,"96766"
"120019",0,0,0,1,1,316,0,0,94,94,0,1,1,"96750"
"120022",0,0,0,0,0,1275,0,0,117.6,194.9,0,10,3,"96813"
"120026",0,0,0,0,0,1276,0,0,118,178.3,0,6,6,"96701"
"120028",0,0,0,1,1,111,0,0,50,50,0,1,1,"96743"
"121300",1,1,1,1,1,152,0,0,25,45,0,2,1,"96796"
"121301",1,1,1,1,1,219,0,0,21,21,0,2,1,"96777"
"121302",1,1,1,1,1,343,0,0,25,25,0,1,1,"96755"
"121303",1,1,1,1,1,566,0,0,21,21,0,3,4,"96748"
"121304",1,1,1,1,1,414,0,0,15,21,0,2,3,"96731"
"121305",1,1,1,1,1,448,0,0,4,4,0,1,1,"96763"
"121306",1,1,1,1,1,12,0,0,0,80,0,1,1,"96746"
"121307",1,1,1,1,1,80,0,0,0,29,0,1,1,"96727"
"121308",1,1,1,1,1,23,0,0,9,9,0,1,1,"96790"
"122001",1,1,1,1,1,169,0,0,0,4,0,1,1,"96816"
"123300",1,1,1,1,1,2416,0,0,254,288.4,0,2,1,"96826"
"123301",1,1,1,1,1,270,0,0,20.4,24,0,2,1,"96826"
"130002",0,0,0,0,0,2342,0,0,115.7,383.3,0,5,4,"83301"
"130003",0,0,0,0,1,1134,0,0,75.1,137,0,4,3,"83501"
"130006",0,0,0,0,0,5376,21,23,337.1,1020,1,27,7,"83712"
"130007",0,0,0,0,0,3309,15,16,230.7,332.7,0,20,4,"83706"
"130013",0,0,0,0,0,882,0,0,66,90.9,0,1,5,"83687"
"130014",0,0,0,0,0,465,0,0,134,154,0,4,1,"83605"
"130018",0,0,0,0,0,2385,14,0,353,362,0,5,1,"83404"
"130025",0,0,0,1,1,149,0,0,56.9,94,0,1,1,"83440"
"130028",0,0,0,0,0,1631,0,0,325,326,0,5,2,"83201"
"130049",0,0,0,0,0,3874,19,21,349.4,448,0,21,4,"83814"
"130063",0,0,0,0,0,133,0,0,5.3,28,0,3,2,"83704"
"130065",0,0,0,0,0,458,0,0,125,125,0,4,2,"83221"
"130066",0,0,0,0,0,417,0,0,15.6,35.4,0,2,3,"83854"
"130071",0,0,0,0,0,505,0,0,54.4,194.4,0,3,8,"83687"
"130073",1,1,1,1,1,55,0,0,8,9,0,2,1,"83221"
"130074",1,1,1,1,1,698,0,0,38,125,0,1,2,"83404"
"131301",1,1,1,1,1,13,0,0,7,21.6,0,2,1,"83805"
"131302",1,1,1,1,1,574,0,0,21,21,0,1,1,"83330"
"131303",1,1,1,1,1,57,0,0,11.1,25,0,2,1,"83252"
"131304",1,1,1,1,1,142,0,0,10,10,0,1,1,"83211"
"131305",1,1,1,1,1,562,0,0,7,18,0,1,1,"83467"
"131307",1,1,1,1,1,415,0,0,30,32,0,3,2,"83672"
"131308",1,1,1,1,1,202,0,0,4,10,0,2,1,"83611"
"131309",1,1,1,1,1,198,0,0,7,14,0,2,1,"83276"
"131310",1,1,1,1,1,144,0,0,12.9,64,0,2,1,"83338"
"131311",1,1,1,1,1,218,0,0,10,82,0,2,1,"83647"
"131312",1,1,1,1,1,733,0,0,9.3,62,0,2,1,"83638"
"131313",1,1,1,1,1,46,0,0,10,110.4,0,1,1,"83422"
"131314",1,1,1,1,1,61,0,0,18.5,25,0,2,1,"83837"
"131315",1,1,1,1,1,46,0,0,19,19,0,2,1,"83530"
"131316",1,1,1,1,1,309,0,0,13,25,0,1,1,"83254"
"131317",1,1,1,1,1,203,0,0,8,27,0,2,1,"83861"
"131318",1,1,1,1,1,101,0,0,17.1,20,0,1,1,"83617"
"131319",1,1,1,0,1,98,0,0,17,23,0,1,1,"83350"
"131320",1,1,1,1,1,1220,0,0,23.4,24,0,1,6,"83544"
"131321",1,1,1,1,1,254,0,0,25,25,0,1,1,"83522"
"131322",1,1,1,1,1,352,0,0,16.1,290.4,0,1,1,"83263"
"131323",1,1,1,0,1,13,0,0,0,72,0,2,1,"83340"
"131324",1,1,1,1,1,44,0,0,14,14,0,2,1,"83213"
"131325",1,1,1,0,0,345,0,0,17.6,35,0,3,2,"83221"
"131326",1,1,1,1,1,407,0,0,47,47,0,2,2,"83318"
"131327",1,1,1,0,0,509,0,0,14.6,25,0,1,1,"83843"
"131328",1,1,1,0,0,302,0,0,25,25,0,1,6,"83864"
"132001",1,1,1,1,1,150,0,0,0,40,0,2,1,"83854"
"132002",1,1,1,1,1,448,0,0,0,40,0,2,2,"83709"
"140001",0,0,0,1,1,531,0,0,47.9,48,0,8,2,"61520"
"140002",0,0,0,0,0,1965,0,19,125.3,181.1,0,3,1,"62002"
"140007",0,0,0,0,0,5542,25,39,414,448,0,14,1,"60435"
"140008",0,0,0,0,0,1486,0,11,60.9,105.1,0,5,5,"60160"
"140010",1,0,0,0,0,9081,26,70,916.1,989,1,74,12,"60201"
"140011",0,0,0,0,0,2666,0,16,197,197,0,2,9,"62948"
"140012",0,0,0,0,1,651,0,0,124,178,0,2,1,"61021"
"140013",0,0,0,0,0,1207,0,0,122,176.1,0,3,3,"61614"
"140015",0,0,0,0,0,4943,15,25,267,374,0,15,1,"62301"
"140018",0,0,0,0,0,683,0,0,319,319,0,5,3,"60608"
"140019",0,0,0,0,1,82,0,0,24,30,0,1,1,"62565"
"140029",0,0,0,0,0,2512,0,0,255,340,0,4,6,"60504"
"140030",0,0,0,0,0,3699,0,0,288.6,335,0,5,5,"60123"
"140032",0,0,0,0,0,1636,0,0,66.7,128,0,1,4,"62401"
"140034",0,0,0,0,0,1485,14,14,40.4,177,0,4,1,"62801"
"140040",0,0,0,0,1,344,0,0,7.8,139,0,1,1,"61401"
"140043",0,0,0,0,0,1187,0,0,85,110,0,3,1,"61081"
"140046",0,0,0,0,0,2349,15,17,67.5,198,0,2,3,"62864"
"140048",0,0,0,0,0,1316,0,12,405,482,0,8,7,"60617"
"140049",0,0,0,1,1,822,0,17,124,149,0,5,1,"60302"
"140052",0,0,0,0,1,648,0,0,49,80,0,1,1,"62002"
"140053",0,0,0,0,0,5582,21,22,297.3,984,0,4,11,"62769"
"140054",0,0,0,0,0,1886,0,16,90.4,156.9,0,8,7,"60402"
"140058",0,0,0,1,1,865,0,0,50.8,99,0,1,3,"62650"
"140059",0,0,0,1,1,238,0,0,14,31,0,2,1,"62052"
"140062",0,0,0,0,0,8810,21,32,428,428,0,9,6,"60463"
"140063",0,0,0,0,0,1124,0,0,127,127,0,4,18,"60304"
"140064",0,0,0,0,0,925,0,0,77,77,0,1,3,"61401"
"140065",0,0,0,0,0,2543,0,0,175,230,0,2,5,"60525"
"140067",0,0,0,0,0,9730,46,56,736,736,1,37,5,"61637"
"140068",0,0,0,0,1,207,0,0,84,144,0,3,1,"60628"
"140077",0,0,0,0,1,299,0,0,23.7,36,0,6,1,"62207"
"140080",0,0,0,0,0,1746,13,15,9.7,190,0,4,3,"60202"
"140082",0,0,0,0,1,1106,0,0,121,126,0,2,8,"60640"
"140083",0,0,0,0,1,346,0,0,72.5,89,0,2,1,"60644"
"140084",0,0,0,0,1,1925,20,17,112,181,0,3,2,"60085"
"140088",0,0,0,0,0,6500,25,58,917,917,1,52,1,"60637"
"140089",0,0,0,1,1,295,0,0,16,70,0,2,1,"61455"
"140091",0,0,0,0,0,5787,24,38,447.7,564.7,1,28,2,"61801"
"140093",0,0,0,0,0,1323,0,21,119,119,0,1,3,"61832"
"140095",0,0,0,0,0,291,0,0,151,151,0,2,1,"60623"
"140100",0,0,0,1,1,26,0,0,100,100,0,2,1,"60099"
"140101",0,0,0,0,0,1391,0,0,89,89,0,2,3,"60450"
"140103",0,0,0,0,1,466,0,18,87.9,196,0,1,1,"60621"
"140110",0,0,0,0,0,892,0,0,98,98,0,3,8,"61350"
"140113",0,0,0,0,0,1156,0,0,132,132,0,3,2,"61801"
"140114",0,0,0,0,0,2213,0,15,280,292,0,4,12,"60625"
"140115",0,0,0,0,0,807,0,0,154.4,156,0,3,4,"60613"
"140116",0,0,0,0,0,7222,28,39,536.6,624,0,10,3,"60050"
"140117",0,0,0,0,0,3923,0,12,195,195,0,8,3,"60631"
"140118",0,0,0,1,1,991,0,16,75.7,57,0,4,1,"60406"
"140119",0,0,0,0,0,8564,40,110,723,820,1,74,2,"60612"
"140120",0,0,0,0,1,721,0,0,55,85,0,1,2,"61554"
"140122",0,0,0,0,0,2509,0,0,152,261,0,8,4,"60521"
"140124",0,0,0,0,0,670,0,0,344,1632.4,0,13,4,"60612"
"140125",0,0,0,0,0,835,0,0,36,86,0,3,1,"62040"
"140127",0,0,0,0,0,1667,11,0,177,200,0,5,4,"61761"
"140130",0,0,0,0,0,2485,0,0,215,273,0,10,21,"60045"
"140133",0,0,0,0,1,1481,16,35,239.4,271.9,0,3,2,"60629"
"140135",0,0,0,0,0,3523,13,0,300,300,0,5,7,"62526"
"140137",0,0,0,0,1,153,0,0,35.1,38,0,1,1,"62246"
"140143",0,0,0,0,1,562,0,0,0,44,0,2,1,"61362"
"140145",0,0,0,1,1,239,0,0,41.1,68,0,1,1,"62230"
"140147",0,0,0,1,1,393,0,0,48,58,0,1,1,"62450"
"140148",0,0,0,0,0,7708,23,71,686,686,1,31,4,"62702"
"140150",0,0,0,0,0,1921,0,26,492,492,1,40,1,"60612"
"140155",0,0,0,0,0,1356,0,12,120,140,0,3,5,"60901"
"140158",0,0,0,0,0,1482,16,19,38,145.1,0,1,1,"60616"
"140160",0,0,0,0,0,995,0,0,116.5,133,0,3,1,"61032"
"140161",0,0,0,1,1,588,0,0,44,44,0,1,1,"61764"
"140162",0,0,0,0,0,2027,13,15,149,149,0,6,9,"61701"
"140164",0,0,0,0,0,2856,11,13,238,238,0,8,5,"62901"
"140166",0,0,0,0,1,1790,0,0,51.4,230,0,4,2,"62521"
"140167",0,0,0,0,0,78,0,0,15,25,0,1,3,"60970"
"140172",0,0,0,0,0,3895,26,35,221,693,0,1,4,"60461"
"140174",0,0,0,0,0,1023,0,0,189,191,0,4,2,"60506"
"140177",0,0,0,0,1,803,0,19,273,273,0,3,1,"60649"
"140179",0,0,0,0,0,3004,0,18,298,298,0,7,6,"60805"
"140180",0,0,0,0,0,2425,0,0,492,692,0,10,2,"60622"
"140181",0,0,0,1,1,399,0,0,137,137,0,2,1,"60617"
"140182",0,0,0,0,0,1532,0,0,326,401,0,8,8,"60657"
"140184",0,0,0,0,0,890,0,0,32.5,94,0,1,2,"62959"
"140185",0,0,0,0,0,3217,0,16,274,379,0,5,2,"62226"
"140186",0,0,0,0,0,3496,17,12,387,387,0,12,1,"60901"
"140187",0,0,0,0,0,2656,0,17,87.9,256,0,5,1,"62269"
"140189",0,0,0,0,0,2323,0,0,178,178,0,9,2,"61938"
"140191",0,0,0,0,0,2960,14,25,216,476,0,8,4,"60426"
"140197",0,0,0,0,0,587,0,0,145,146.6,0,2,3,"60640"
"140200",0,0,0,0,0,5621,17,23,423,428.7,0,11,6,"60126"
"140202",0,0,0,0,0,5207,20,12,318,395,0,9,5,"60048"
"140206",0,0,0,0,0,685,0,12,190,210,0,3,1,"60622"
"140208",0,0,0,0,0,8943,38,30,948,1112,0,27,7,"60453"
"140209",0,0,0,0,0,2837,15,23,343,431,0,7,5,"61636"
"140210",0,0,0,1,1,566,0,0,40,40,0,1,1,"62946"
"140211",0,0,0,0,0,2514,0,11,269,319,0,5,14,"60134"
"140213",0,0,0,0,0,6159,12,26,388,388,0,4,3,"60451"
"140217",0,0,0,0,0,1517,0,0,76.8,189,0,4,1,"60123"
"140223",0,0,0,0,0,7348,29,30,815.7,976,1,31,7,"60068"
"140224",0,0,0,0,1,1838,0,0,321.4,338,0,6,16,"60657"
"140228",0,0,0,0,0,3006,0,0,398.3,458,0,7,6,"61104"
"140231",0,0,0,0,0,6226,14,28,447,463,0,21,8,"60540"
"140233",0,0,0,0,0,3957,17,44,285,285,0,10,6,"61108"
"140234",0,0,0,0,0,606,0,0,54.7,55,0,2,4,"61354"
"140239",0,0,0,0,0,2456,20,19,0,542.4,0,7,2,"61103"
"140240",0,0,0,1,1,214,0,0,5.9,29,0,2,1,"60160"
"140242",0,0,0,0,0,4908,17,15,632,633,1,28,34,"60190"
"140250",0,0,0,1,1,2005,21,0,254,486.9,0,3,4,"60429"
"140251",0,0,0,1,1,1473,0,20,73,193,0,7,3,"60634"
"140252",0,0,0,0,0,7595,23,23,540,540,1,21,14,"60005"
"140258",0,0,0,0,0,5277,0,15,356,356,0,12,7,"60007"
"140275",0,0,0,0,0,699,0,0,116,116,0,2,3,"61282"
"140276",0,0,0,0,0,6383,23,23,365.1,447.4,1,31,9,"60153"
"140280",0,0,0,0,0,3077,11,25,302,365,0,9,3,"61201"
"140281",0,0,0,0,0,11383,29,69,1198,1373,1,101,9,"60611"
"140286",0,0,0,0,1,1525,0,0,169,195,0,5,11,"60115"
"140288",0,0,0,0,0,4283,0,0,360,434,0,12,3,"60515"
"140289",0,0,0,0,0,1654,0,0,158,172,0,2,1,"62062"
"140290",0,0,0,0,0,3666,11,16,321,356,1,9,8,"60169"
"140291",0,0,0,0,0,3245,0,0,228,270,0,7,7,"60010"
"140292",0,0,0,0,1,935,0,0,108,146,0,5,4,"60139"
"140294",0,0,0,1,1,338,0,0,30.2,47,0,2,1,"62864"
"140300",1,1,1,0,0,834,0,0,25,45,0,5,6,"60615"
"140304",0,0,0,0,0,998,0,0,108,138,0,1,4,"60440"
"140307",0,0,0,1,1,805,0,0,242,195.3,0,1,5,"62269"
"141300",1,1,1,1,1,237,0,0,6,25,0,2,1,"62016"
"141301",1,1,1,1,1,147,0,0,16,16,0,2,1,"61856"
"141302",1,1,1,0,1,147,0,0,19,19,0,1,1,"61036"
"141303",1,1,1,1,1,12,0,0,15,19,0,2,1,"61727"
"141304",1,1,1,1,1,504,0,0,28,28,0,1,2,"61231"
"141305",1,1,1,0,1,69,0,0,18,24,0,3,1,"62321"
"141306",1,1,1,1,1,372,0,0,25,32,0,1,4,"62088"
"141307",1,1,1,1,1,22,0,0,14,22,0,1,1,"62274"
"141308",1,1,1,1,1,415,0,0,22,28,0,3,1,"62263"
"141309",1,1,1,1,1,144,0,0,11,37,0,1,2,"61530"
"141310",1,1,1,1,1,147,0,0,25,25,0,1,2,"61342"
"141311",1,1,1,1,1,66,0,0,25,35,0,1,1,"62837"
"141312",1,1,1,0,0,144,0,0,20.4,30,0,1,1,"61068"
"141313",1,1,1,1,1,111,0,0,20,30,0,1,1,"62644"
"141315",1,1,1,1,1,203,0,0,8,35,0,2,1,"62363"
"141316",1,1,1,1,1,247,0,0,36,36,0,1,1,"60942"
"141317",1,1,1,0,1,290,0,0,42,42,0,2,1,"60936"
"141318",1,1,1,1,1,240,0,0,21,21,0,2,1,"61462"
"141319",1,1,1,0,0,30,0,0,0,23,0,1,4,"61254"
"141320",1,1,1,0,1,538,0,0,25,31,0,3,2,"61944"
"141321",1,1,1,1,1,131,0,0,0,23,0,2,1,"62812"
"141322",1,1,1,0,0,14,0,0,25,41,0,2,1,"62656"
"141323",1,1,1,1,1,46,0,0,25,31,0,2,1,"62960"
"141324",1,1,1,1,1,88,0,0,25,33,0,1,1,"62930"
"141325",1,1,1,0,0,68,0,0,25,26,0,1,2,"61443"
"141326",1,1,1,1,1,162,0,0,25,32.5,0,2,1,"62859"
"141327",1,1,1,0,0,13,0,0,25,25,0,1,1,"62863"
"141328",1,1,1,0,1,26,0,0,20,30,0,1,1,"62982"
"141329",1,1,1,1,1,133,0,0,15,53,0,1,1,"61270"
"141330",1,1,1,1,1,271,0,0,25,25,0,2,1,"61747"
"141331",1,1,1,1,1,50,0,0,18,38,0,1,1,"62832"
"141332",1,1,1,1,1,388,0,0,25,33,0,1,1,"62049"
"141333",1,1,1,0,1,419,0,0,12,22,0,2,3,"62681"
"141334",1,1,1,0,0,694,0,0,39,67.4,0,4,2,"62966"
"141335",1,1,1,1,1,121,0,0,0,24,0,2,1,"60033"
"141336",1,1,1,1,1,269,0,0,25,36.3,0,2,4,"62249"
"141337",1,1,1,0,0,203,0,0,25,30,0,1,1,"61356"
"141338",1,1,1,1,1,345,0,0,35,35,0,2,1,"62233"
